"Hijau","5","Bahasa Batak Toba","Sumatera Utara"
"hikmah","5","Bahasa Batak Toba","Sumatera Utara"
"hitam","5","Bahasa Batak Toba","Sumatera Utara"
"hitung","5","Bahasa Batak Toba","Sumatera Utara"
"hiu","5","Bahasa Batak Toba","Sumatera Utara"
"honor","5","Bahasa Batak Toba","Sumatera Utara"
"hormat","5","Bahasa Batak Toba","Sumatera Utara"
"hotel","5","Bahasa Batak Toba","Sumatera Utara"
"ikan","5","Bahasa Batak Toba","Sumatera Utara"
"ingin","5","Bahasa Batak Toba","Sumatera Utara"
"intinya","5","Bahasa Batak Toba","Sumatera Utara"
"istana","5","Bahasa Batak Toba","Sumatera Utara"
"isteri","5","Bahasa Batak Toba","Sumatera Utara"
"istirahat","5","Bahasa Batak Toba","Sumatera Utara"
"istri","5","Bahasa Batak Toba","Sumatera Utara"
"izin","5","Bahasa Batak Toba","Sumatera Utara"
"jadi","5","Bahasa Batak Toba","Sumatera Utara"
"jadwal","5","Bahasa Batak Toba","Sumatera Utara"
"jagat","5","Bahasa Batak Toba","Sumatera Utara"
"jago","5","Bahasa Batak Toba","Sumatera Utara"
"Jahe","5","Bahasa Batak Toba","Sumatera Utara"
"jahil","5","Bahasa Batak Toba","Sumatera Utara"
"jahit","5","Bahasa Batak Toba","Sumatera Utara"
"jajahan","5","Bahasa Batak Toba","Sumatera Utara"
"jajaran","5","Bahasa Batak Toba","Sumatera Utara"
"Jakarta","5","Bahasa Batak Toba","Sumatera Utara"
"jalan","5","Bahasa Batak Toba","Sumatera Utara"
"jalani","5","Bahasa Batak Toba","Sumatera Utara"
"jalankan","5","Bahasa Batak Toba","Sumatera Utara"
"jamur","5","Bahasa Batak Toba","Sumatera Utara"
"janda","5","Bahasa Batak Toba","Sumatera Utara"
"jangan","5","Bahasa Batak Toba","Sumatera Utara"
"jangankan","5","Bahasa Batak Toba","Sumatera Utara"
"jantan","5","Bahasa Batak Toba","Sumatera Utara"
"jari","5","Bahasa Batak Toba","Sumatera Utara"
"jaringan","5","Bahasa Batak Toba","Sumatera Utara"
"jatuh","5","Bahasa Batak Toba","Sumatera Utara"
"jawabnya","5","Bahasa Batak Toba","Sumatera Utara"
"jelantah","5","Bahasa Batak Toba","Sumatera Utara"
"jelek","5","Bahasa Batak Toba","Sumatera Utara"
"Jenis Kain","5","Bahasa Batak Toba","Sumatera Utara"
"jenis kelamin","5","Bahasa Batak Toba","Sumatera Utara"
"jera","5","Bahasa Batak Toba","Sumatera Utara"
"jerapah","5","Bahasa Batak Toba","Sumatera Utara"
"Jeruk","5","Bahasa Batak Toba","Sumatera Utara"
"Jeruk Nipis","5","Bahasa Batak Toba","Sumatera Utara"
"Jeruk Purut","5","Bahasa Batak Toba","Sumatera Utara"
"jewer","5","Bahasa Batak Toba","Sumatera Utara"
"kagum","5","Bahasa Batak Toba","Sumatera Utara"
"kail","5","Bahasa Batak Toba","Sumatera Utara"
"karena","5","Bahasa Batak Toba","Sumatera Utara"
"kebanyakan","5","Bahasa Batak Toba","Sumatera Utara"
"kebijakan","5","Bahasa Batak Toba","Sumatera Utara"
"kecintaan","5","Bahasa Batak Toba","Sumatera Utara"
"kediaman","5","Bahasa Batak Toba","Sumatera Utara"
"kedipan","5","Bahasa Batak Toba","Sumatera Utara"
"kedudukan","5","Bahasa Batak Toba","Sumatera Utara"
"kehilangan","5","Bahasa Batak Toba","Sumatera Utara"
"kehilangan/kalah","5","Bahasa Batak Toba","Sumatera Utara"
"kehormatan","5","Bahasa Batak Toba","Sumatera Utara"
"kehutanan","5","Bahasa Batak Toba","Sumatera Utara"
"kejam","5","Bahasa Batak Toba","Sumatera Utara"
"kejar","5","Bahasa Batak Toba","Sumatera Utara"
"kekacauan","5","Bahasa Batak Toba","Sumatera Utara"
"kekar","5","Bahasa Batak Toba","Sumatera Utara"
"kekayaan","5","Bahasa Batak Toba","Sumatera Utara"
"kekhawatiran","5","Bahasa Batak Toba","Sumatera Utara"
"kelak","5","Bahasa Batak Toba","Sumatera Utara"
"kelas","5","Bahasa Batak Toba","Sumatera Utara"
"keledai","5","Bahasa Batak Toba","Sumatera Utara"
"kelelawar","5","Bahasa Batak Toba","Sumatera Utara"
"kelihatan","5","Bahasa Batak Toba","Sumatera Utara"
"kelihatannya","5","Bahasa Batak Toba","Sumatera Utara"
"keliling","5","Bahasa Batak Toba","Sumatera Utara"
"kelima","5","Bahasa Batak Toba","Sumatera Utara"
"kelinci","5","Bahasa Batak Toba","Sumatera Utara"
"keliru","5","Bahasa Batak Toba","Sumatera Utara"
"kelompok","5","Bahasa Batak Toba","Sumatera Utara"
"keluar","5","Bahasa Batak Toba","Sumatera Utara"
"kelurahan","5","Bahasa Batak Toba","Sumatera Utara"
"keluyuran","5","Bahasa Batak Toba","Sumatera Utara"
"kemampuan","5","Bahasa Batak Toba","Sumatera Utara"
"kemandirian","5","Bahasa Batak Toba","Sumatera Utara"
"kemarau","5","Bahasa Batak Toba","Sumatera Utara"
"kematian","5","Bahasa Batak Toba","Sumatera Utara"
"kembali","5","Bahasa Batak Toba","Sumatera Utara"
"kemekaran","5","Bahasa Batak Toba","Sumatera Utara"
"Kemiri","5","Bahasa Batak Toba","Sumatera Utara"
